
  *****************************************************************
  *                                                               *
  *               The Normalized Pin Power in Core                *
  *                                                               *
  *****************************************************************
  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
  11  2.02256270e+00  2.09024642e+00  2.21209523e+00  2.13119889e+00  2.11747339e+00  2.18288869e+00  2.06257824e+00  2.02517005e+00  2.07007476e+00  1.94342684e+00  1.89479128e+00  1.92095747e+00  1.78019922e+00  1.69892178e+00  1.65736351e+00  1.43611397e+00  1.19615156e+00
  12  1.96956172e+00  2.10164783e+00  0.00000000e+00  2.17901172e+00  2.15599903e+00  0.00000000e+00  2.08845094e+00  2.04875380e+00  0.00000000e+00  1.96836035e+00  1.91961164e+00  0.00000000e+00  1.81834032e+00  1.74282638e+00  0.00000000e+00  1.45565575e+00  1.17375299e+00
  13  1.87232895e+00  1.94191725e+00  2.09169427e+00  2.11234208e+00  2.03272716e+00  2.05755946e+00  1.93034124e+00  1.89261083e+00  1.93740631e+00  1.81843107e+00  1.77748738e+00  1.81689550e+00  1.71758762e+00  1.69856345e+00  1.58557532e+00  1.35205765e+00  1.12480237e+00
  14  1.76547009e+00  1.81089520e+00  1.95383410e+00  0.00000000e+00  2.00228565e+00  1.96556659e+00  1.83754400e+00  1.80008195e+00  1.84078644e+00  1.73079858e+00  1.69468984e+00  1.73973440e+00  1.69700495e+00  0.00000000e+00  1.49378965e+00  1.27163721e+00  1.07346944e+00
  15  1.63951370e+00  1.66318806e+00  1.72609281e+00  1.83293209e+00  1.85514335e+00  0.00000000e+00  1.78795505e+00  1.75469910e+00  0.00000000e+00  1.68969147e+00  1.65145485e+00  0.00000000e+00  1.58239421e+00  1.49225735e+00  1.32897685e+00  1.18153051e+00  1.01672369e+00
  16  1.48747519e+00  1.49689936e+00  1.51785754e+00  1.54812235e+00  1.57293507e+00  1.62649232e+00  1.54296562e+00  1.51804136e+00  1.55155042e+00  1.46234952e+00  1.42905601e+00  1.44961546e+00  1.34759477e+00  1.26871145e+00  1.18010960e+00  1.08317337e+00  9.55430823e-01
  17  1.28136700e+00  1.28178658e+00  1.28650575e+00  1.29465049e+00  1.29994880e+00  1.30410591e+00  1.27928026e+00  1.26046663e+00  1.24904563e+00  1.21505867e+00  1.18792909e+00  1.16650596e+00  1.11902361e+00  1.06923348e+00  1.01402993e+00  9.54167891e-01  8.78162039e-01

  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
   1  1.32703911e+00  1.07364340e+00  9.46382792e-01  8.72877985e-01  8.20416400e-01  7.75998705e-01  7.19957858e-01  6.69833070e-01  6.26595360e-01  5.75454995e-01  5.29368006e-01  4.88876132e-01  4.42377435e-01  4.02434945e-01  3.81464858e-01  4.14616525e-01  6.05667272e-01
   2  1.31035530e+00  1.35936360e+00  1.18495998e+00  1.10639673e+00  1.06156327e+00  1.05761771e+00  9.30266910e-01  8.60942988e-01  8.48897905e-01  7.42091710e-01  6.80664748e-01  6.65010152e-01  5.74259813e-01  5.10220872e-01  4.76027677e-01  5.23161592e-01  5.97850648e-01
   3  1.30464032e+00  1.33750082e+00  1.19359514e+00  1.19062462e+00  1.13465081e+00  0.00000000e+00  9.62061421e-01  8.80421316e-01  0.00000000e+00  7.64837605e-01  6.96920667e-01  0.00000000e+00  6.15241714e-01  5.49484926e-01  4.81814686e-01  5.14740784e-01  5.94014301e-01
   4  1.30728447e+00  1.35023460e+00  1.28000009e+00  0.00000000e+00  1.12852230e+00  1.14317812e+00  9.70660819e-01  8.92127181e-01  8.87404210e-01  7.69383666e-01  7.07481011e-01  7.12123972e-01  5.97237359e-01  0.00000000e+00  5.20832391e-01  5.20404144e-01  5.93448376e-01
   5  1.31064030e+00  1.37875344e+00  1.30802946e+00  1.19925526e+00  1.16157531e+00  1.09793037e+00  9.40922783e-01  8.66245165e-01  8.63391679e-01  7.47527884e-01  6.86552290e-01  6.86413784e-01  6.19614758e-01  5.46159416e-01  5.26120953e-01  5.31525991e-01  5.93818164e-01
   6  1.31235344e+00  1.44441632e+00  0.00000000e+00  1.29802102e+00  1.15790793e+00  0.00000000e+00  9.96874093e-01  9.12564151e-01  0.00000000e+00  7.94719133e-01  7.22571166e-01  0.00000000e+00  6.28554143e-01  5.85450040e-01  0.00000000e+00  5.58042125e-01  5.93795311e-01
   7  1.28944021e+00  1.35167540e+00  1.23991096e+00  1.16326045e+00  1.05196555e+00  1.04956092e+00  9.11518672e-01  8.42775481e-01  8.42528998e-01  7.28652364e-01  6.67799163e-01  6.61581554e-01  5.68773059e-01  5.29142185e-01  4.95372373e-01  5.22252288e-01  5.86871363e-01
   8  1.27052623e+00  1.32986931e+00  1.21488560e+00  1.13886068e+00  1.03151913e+00  1.02966121e+00  8.97364994e-01  8.30441431e-01  8.28000242e-01  7.18476105e-01  6.59035979e-01  6.51393922e-01  5.59753027e-01  5.19858688e-01  4.87096659e-01  5.16066497e-01  5.81464746e-01
   9  1.25713718e+00  1.37919599e+00  0.00000000e+00  1.20489392e+00  1.08617251e+00  0.00000000e+00  9.53760809e-01  8.74879029e-01  1.61814050e-05  7.63568454e-01  6.95824772e-01  0.00000000e+00  5.96693177e-01  5.48150373e-01  0.00000000e+00  5.39302282e-01  5.77937237e-01
  10  1.22499753e+00  1.28500722e+00  1.17771275e+00  1.10371503e+00  1.00087357e+00  1.00200104e+00  8.72920839e-01  8.08589524e-01  8.08186188e-01  7.00982167e-01  6.43440736e-01  6.37292981e-01  5.47282117e-01  5.08462523e-01  4.77183993e-01  5.05219186e-01  5.69135168e-01
  11  1.19798549e+00  1.25868174e+00  1.15542782e+00  1.08803257e+00  9.86958992e-01  9.85661302e-01  8.59393173e-01  7.96778032e-01  7.97033399e-01  6.91447965e-01  6.34976820e-01  6.29121400e-01  5.42100241e-01  5.05019794e-01  4.72878132e-01  4.99670357e-01  5.62224337e-01
  12  1.17523137e+00  1.30011710e+00  0.00000000e+00  1.17591618e+00  1.05421866e+00  0.00000000e+00  9.14628296e-01  8.40801699e-01  0.00000000e+00  7.36239079e-01  6.71398060e-01  0.00000000e+00  5.85991309e-01  5.46689042e-01  0.00000000e+00  5.23080291e-01  5.57185130e-01
  13  1.13074063e+00  1.19992431e+00  1.14792259e+00  1.05375288e+00  1.02710538e+00  9.78758681e-01  8.41899107e-01  7.78851783e-01  7.80683252e-01  6.77472071e-01  6.24374740e-01  6.26857802e-01  5.66249019e-01  4.99731010e-01  4.83564000e-01  4.89103458e-01  5.46455251e-01
  14  1.08497071e+00  1.13506566e+00  1.08952017e+00  0.00000000e+00  9.73266016e-01  9.91756318e-01  8.47717954e-01  7.84234755e-01  7.83923139e-01  6.83089518e-01  6.31256143e-01  6.37830707e-01  5.37042630e-01  0.00000000e+00  4.71076407e-01  4.71251293e-01  5.36914719e-01
  15  1.04099165e+00  1.09089979e+00  9.93586162e-01  1.00598685e+00  9.67621470e-01  0.00000000e+00  8.32232973e-01  7.68110773e-01  0.00000000e+00  6.75069969e-01  6.19121998e-01  0.00000000e+00  5.51402620e-01  4.94687453e-01  4.34628266e-01  4.63597653e-01  5.32085970e-01
  16  1.00967131e+00  1.09672254e+00  9.90948941e-01  9.47266189e-01  9.23121797e-01  9.29494695e-01  8.26623738e-01  7.72374580e-01  7.66562977e-01  6.75761561e-01  6.24161374e-01  6.12339869e-01  5.32313602e-01  4.75574403e-01  4.44348024e-01  4.83636541e-01  5.40274661e-01
  17  1.01440533e+00  9.11240050e-01  8.57128067e-01  8.21327675e-01  7.90138321e-01  7.59568966e-01  7.14289401e-01  6.72242668e-01  6.34815794e-01  5.88250373e-01  5.45492640e-01  5.07206044e-01  4.62319075e-01  4.23370350e-01  4.00982068e-01  4.24893347e-01  5.80656959e-01

  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
   1  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   2  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   3  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   4  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   5  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   6  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   7  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   8  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   9  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  10  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  11  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  12  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  13  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  14  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  15  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  16  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  17  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00

  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
   1  1.31319597e+00  1.29648597e+00  1.29027439e+00  1.29195524e+00  1.29414259e+00  1.29471805e+00  1.27319796e+00  1.25498986e+00  1.24148993e+00  1.21117943e+00  1.18524735e+00  1.16285736e+00  1.12089601e+00  1.07766464e+00  1.03601291e+00  1.00664241e+00  1.01297981e+00
   2  1.05979841e+00  1.34099281e+00  1.31706634e+00  1.32575731e+00  1.34832261e+00  1.40194032e+00  1.32182335e+00  1.30125425e+00  1.34046975e+00  1.25841824e+00  1.23348404e+00  1.26556082e+00  1.17780063e+00  1.11995109e+00  1.08096599e+00  1.09047841e+00  9.08260323e-01
   3  9.31202225e-01  1.16362824e+00  1.16424026e+00  1.23418368e+00  1.25601981e+00  0.00000000e+00  1.19415405e+00  1.17126476e+00  0.00000000e+00  1.13613896e+00  1.11551667e+00  0.00000000e+00  1.10630986e+00  1.05560305e+00  9.75160671e-01  9.81185526e-01  8.52322314e-01
   4  8.55618087e-01  1.08010367e+00  1.14430611e+00  0.00000000e+00  1.14491932e+00  1.24261199e+00  1.12571571e+00  1.10338286e+00  1.15795400e+00  1.07026966e+00  1.05544889e+00  1.12953871e+00  1.01053240e+00  0.00000000e+00  9.72942584e-01  9.32887696e-01  8.14467294e-01
   5  8.00943043e-01  1.02924033e+00  1.08387511e+00  1.07457471e+00  1.11440974e+00  1.10753062e+00  1.01623935e+00  9.97586227e-01  1.04235245e+00  9.68857788e-01  9.55770858e-01  1.01181597e+00  9.89891202e-01  9.32080194e-01  9.30769883e-01  9.03455322e-01  7.81240531e-01
   6  7.54503846e-01  1.01437997e+00  0.00000000e+00  1.08930825e+00  1.04725409e+00  0.00000000e+00  1.00315491e+00  9.85431789e-01  0.00000000e+00  9.59685842e-01  9.44655336e-01  0.00000000e+00  9.37640303e-01  9.51081464e-01  0.00000000e+00  9.00521632e-01  7.48812715e-01
   7  6.99165993e-01  8.97306760e-01  9.17140562e-01  9.32765474e-01  9.04487629e-01  9.50317506e-01  8.77647679e-01  8.65661061e-01  9.13224317e-01  8.42973176e-01  8.29665983e-01  8.75099501e-01  8.13121058e-01  8.19927297e-01  7.99829166e-01  8.05823460e-01  7.03602501e-01
   8  6.49350775e-01  8.29498454e-01  8.39232394e-01  8.56963727e-01  8.32341491e-01  8.70225137e-01  8.11856695e-01  8.04796367e-01  8.48613068e-01  7.84635764e-01  7.69678933e-01  8.04792217e-01  7.52037442e-01  7.58366485e-01  7.38306440e-01  7.52384763e-01  6.61326451e-01
   9  6.05754359e-01  8.10170758e-01  0.00000000e+00  8.43863317e-01  8.21304242e-01  0.00000000e+00  8.04303901e-01  8.02064850e-01  1.57558675e-05  7.83938811e-01  7.63256351e-01  0.00000000e+00  7.46235821e-01  7.50817305e-01  0.00000000e+00  7.39988169e-01  6.23199888e-01
  10  5.55949985e-01  7.12296624e-01  7.25888612e-01  7.36361520e-01  7.15702750e-01  7.54712042e-01  6.99760829e-01  6.94938271e-01  7.39714697e-01  6.78981565e-01  6.66033636e-01  7.02004159e-01  6.52046278e-01  6.58497555e-01  6.46494560e-01  6.56293005e-01  5.77207240e-01
  11  5.10708756e-01  6.52696696e-01  6.61248284e-01  6.76321202e-01  6.56602828e-01  6.85983723e-01  6.40007653e-01  6.33193600e-01  6.64498210e-01  6.19014636e-01  6.10352037e-01  6.40013922e-01  6.00380207e-01  6.07886056e-01  5.92831726e-01  6.05753768e-01  5.34682374e-01
  12  4.70494439e-01  6.31663976e-01  0.00000000e+00  6.72767539e-01  6.49121548e-01  0.00000000e+00  6.26937395e-01  6.18245774e-01  0.00000000e+00  6.05502137e-01  5.98051962e-01  0.00000000e+00  5.95975918e-01  6.07215205e-01  0.00000000e+00  5.88837710e-01  4.96224229e-01
  13  4.25791118e-01  5.48775631e-01  5.79457197e-01  5.62012041e-01  5.87056358e-01  5.93075244e-01  5.42290165e-01  5.34375815e-01  5.65086139e-01  5.23130851e-01  5.18446772e-01  5.55329011e-01  5.39615192e-01  5.09172630e-01  5.24240527e-01  5.15073508e-01  4.52316993e-01
  14  3.87556828e-01  4.89235329e-01  5.18895261e-01  0.00000000e+00  5.13134978e-01  5.52260477e-01  5.04129003e-01  4.95953152e-01  5.19470286e-01  4.85724497e-01  4.82634886e-01  5.18018030e-01  4.72380455e-01  0.00000000e+00  4.71496976e-01  4.61747622e-01  4.14322606e-01
  15  3.67633823e-01  4.57671091e-01  4.59759545e-01  4.91119855e-01  4.94795556e-01  0.00000000e+00  4.67783920e-01  4.60545093e-01  0.00000000e+00  4.51699995e-01  4.47985245e-01  0.00000000e+00  4.57371505e-01  4.47531546e-01  4.18708688e-01  4.32560361e-01  3.92524034e-01
  16  3.99832497e-01  5.04024356e-01  4.94760755e-01  4.98552410e-01  5.07222211e-01  5.28802141e-01  4.98591858e-01  4.93079418e-01  5.12104702e-01  4.83377276e-01  4.78514397e-01  4.97892434e-01  4.69503566e-01  4.54949380e-01  4.49962438e-01  4.71686789e-01  4.15944796e-01
  17  5.84324014e-01  5.76574169e-01  5.72465244e-01  5.71362557e-01  5.71157606e-01  5.70687921e-01  5.64503090e-01  5.59598552e-01  5.56263172e-01  5.48545579e-01  5.42434143e-01  5.37940776e-01  5.28822754e-01  5.20999416e-01  5.17813867e-01  5.27303501e-01  5.68280505e-01

  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
   1  7.93621364e-01  7.89310720e-01  7.71650081e-01  7.51038517e-01  7.27198405e-01  7.01982470e-01  6.61639758e-01  6.24069341e-01  5.90490838e-01  5.47522572e-01  5.08416263e-01  4.73575018e-01  4.32240372e-01  3.97227064e-01  3.76651416e-01  3.93482191e-01  5.05137265e-01
   2  7.88090149e-01  8.25353891e-01  8.31115385e-01  8.26937276e-01  8.14280422e-01  8.12691803e-01  7.43782143e-01  7.01397149e-01  6.85142696e-01  6.17347427e-01  5.73367348e-01  5.52339046e-01  4.90632687e-01  4.46180293e-01  4.17544106e-01  4.28122233e-01  5.31596885e-01
   3  7.69096706e-01  8.29793830e-01  8.65474431e-01  9.03154287e-01  8.92388235e-01  0.00000000e+00  8.06776087e-01  7.59040227e-01  0.00000000e+00  6.70636971e-01  6.22615560e-01  0.00000000e+00  5.43496666e-01  4.95172472e-01  4.44938189e-01  4.42815301e-01  5.37928638e-01
   4  7.47117943e-01  8.24282192e-01  9.01796800e-01  0.00000000e+00  8.98162679e-01  8.57331977e-01  7.73559593e-01  7.28145216e-01  7.15447461e-01  6.43177908e-01  5.99821300e-01  5.87692349e-01  5.47613812e-01  0.00000000e+00  4.71544502e-01  4.48742666e-01  5.34539363e-01
   5  7.22004612e-01  8.10345037e-01  8.89651948e-01  8.96856306e-01  8.44857563e-01  8.30007291e-01  7.53932471e-01  7.11290262e-01  6.98998038e-01  6.29434672e-01  5.87084272e-01  5.72858844e-01  5.20245528e-01  5.00394398e-01  4.70184301e-01  4.47510645e-01  5.24645290e-01
   6  6.95688908e-01  8.07541465e-01  0.00000000e+00  8.54823587e-01  8.28874310e-01  0.00000000e+00  7.57936298e-01  7.15652289e-01  0.00000000e+00  6.35613136e-01  5.91438989e-01  0.00000000e+00  5.15823930e-01  4.79834539e-01  0.00000000e+00  4.50446906e-01  5.11024223e-01
   7  6.54766741e-01  7.37986553e-01  8.02037778e-01  7.70260629e-01  7.51889058e-01  7.56959125e-01  6.93131553e-01  6.56658009e-01  6.47412288e-01  5.83235794e-01  5.43879283e-01  5.28754740e-01  4.70695467e-01  4.36944101e-01  4.31601461e-01  4.17048375e-01  4.88212907e-01
   8  6.16728573e-01  6.94958969e-01  7.53514174e-01  7.24057986e-01  7.08422129e-01  7.13766909e-01  6.55802607e-01  6.21625123e-01  6.11149196e-01  5.52872209e-01  5.16359939e-01  5.01184588e-01  4.46347535e-01  4.13989078e-01  4.09285674e-01  3.96827697e-01  4.65249352e-01
   9  5.82741025e-01  6.78020609e-01  0.00000000e+00  7.10546794e-01  6.95361019e-01  0.00000000e+00  6.45794178e-01  6.10439397e-01  1.25350812e-05  5.44399380e-01  5.08892762e-01  0.00000000e+00  4.41144326e-01  4.07879940e-01  0.00000000e+00  3.89754986e-01  4.42916338e-01
  10  5.39741888e-01  6.10207926e-01  6.64202126e-01  6.38074210e-01  6.25453307e-01  6.32516997e-01  5.81159804e-01  5.51625366e-01  5.43819041e-01  4.91896414e-01  4.59916299e-01  4.47506049e-01  3.98112002e-01  3.69336550e-01  3.65952395e-01  3.54304077e-01  4.14876445e-01
  11  5.00640213e-01  5.66109173e-01  6.15945415e-01  5.94411952e-01  5.82738990e-01  5.87910309e-01  5.41368158e-01  5.14654304e-01  5.07804164e-01  4.59434178e-01  4.29391541e-01  4.17262101e-01  3.72416277e-01  3.46022986e-01  3.41693559e-01  3.31029164e-01  3.87733208e-01
  12  4.65827357e-01  5.44839692e-01  0.00000000e+00  5.81815036e-01  5.68079878e-01  0.00000000e+00  5.25804161e-01  4.99069184e-01  0.00000000e+00  4.46614369e-01  4.16880098e-01  0.00000000e+00  3.64585349e-01  3.39310646e-01  0.00000000e+00  3.19567165e-01  3.61747831e-01
  13  4.24866693e-01  4.83558933e-01  5.36739172e-01  5.41688267e-01  5.15436509e-01  5.11819170e-01  4.67674096e-01  4.44076035e-01  4.39429204e-01  3.96989530e-01  3.71758005e-01  3.64285743e-01  3.30687441e-01  3.17744131e-01  3.00511408e-01  2.85132267e-01  3.31569539e-01
  14  3.90234468e-01  4.39415870e-01  4.88652893e-01  0.00000000e+00  4.95354089e-01  4.75698029e-01  4.33776058e-01  4.11538382e-01  4.05948015e-01  3.67991309e-01  3.45127869e-01  3.38750552e-01  3.17494904e-01  0.00000000e+00  2.74348261e-01  2.58853073e-01  3.03195443e-01
  15  3.69847091e-01  4.10919515e-01  4.38734962e-01  4.65768266e-01  4.65145199e-01  0.00000000e+00  4.28145708e-01  4.06564973e-01  0.00000000e+00  3.64340421e-01  3.40557746e-01  0.00000000e+00  3.00043623e-01  2.74146732e-01  2.44722949e-01  2.38525071e-01  2.79437841e-01
  16  3.86178923e-01  4.21033913e-01  4.36299211e-01  4.42903560e-01  4.42391786e-01  4.45946148e-01  4.13435315e-01  3.93911660e-01  3.87359723e-01  3.52507123e-01  3.29695783e-01  3.18583219e-01  2.84489869e-01  2.58475327e-01  2.38354183e-01  2.34055793e-01  2.68172856e-01
  17  4.95499831e-01  5.22476808e-01  5.29668998e-01  5.27237666e-01  5.18309795e-01  5.05606142e-01  4.83704354e-01  4.61554696e-01  4.39930510e-01  4.12534693e-01  3.85940827e-01  3.60414151e-01  3.30625830e-01  3.02569310e-01  2.79065539e-01  2.68003390e-01  2.88386809e-01

  ID               1               2               3               4               5               6               7               8               9              10              11              12              13              14              15              16              17
   1  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   2  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
